"행정구역","2022년08월_총인구수","2022년08월_세대수","2022년08월_세대당 인구","2022년08월_남자 인구수","2022년08월_여자 인구수","2022년08월_남여 비율"
"강원도 횡성군 청일면(4273035000)","2,376","1,396","          1.70","1,210","1,166","          1.04"
"강원도 횡성군 공근면(4273036000)","3,450","1,935","          1.78","1,789","1,661","          1.08"
"강원도 횡성군 서원면(4273037000)","2,068","1,150","          1.80","1,106","962","          1.15"
"강원도 횡성군 강림면(4273038000)","1,753","1,043","          1.68","928","825","          1.12"
"강원도 영월군 (4275000000)","37,904","21,276","          1.78","19,634","18,270","          1.07"
"강원도 영월군 영월읍(4275025000)","20,822","10,903","          1.91","10,641","10,181","          1.05"
"강원도 영월군 상동읍(4275025300)","1,001","672","          1.49","521","480","          1.09"
"강원도 영월군 산솔면(4275031200)","1,418","853","          1.66","763","655","          1.16"
"강원도 영월군 김삿갓면(4275032500)","1,730","1,054","          1.64","908","822","          1.10"
"강원도 영월군 북면(4275033000)","2,062","1,241","          1.66","1,075","987","          1.09"
"강원도 영월군 남면(4275034000)","2,204","1,352","          1.63","1,179","1,025","          1.15"
"강원도 영월군 한반도면(4275035500)","1,210","719","          1.68","664","546","          1.22"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,625","1,013","          1.60","885","740","          1.20"
"강원도 영월군 주천면(4275036000)","3,756","2,209","          1.70","1,920","1,836","          1.05"
"강원도 영월군 무릉도원면(4275038000)","2,076","1,260","          1.65","1,078","998","          1.08"
"강원도 평창군 (4276000000)","41,112","21,876","          1.88","21,206","19,906","          1.07"
"강원도 평창군 평창읍(4276025000)","8,432","4,228","          1.99","4,328","4,104","          1.05"
"강원도 평창군 미탄면(4276031000)","1,625","936","          1.74","864","761","          1.14"
"강원도 평창군 방림면(4276032000)","843","505","          1.67","434","409","          1.06"
"강원도 평창군 방림면계촌출장소(4276032500)","1,708","1,011","          1.69","880","828","          1.06"
"강원도 평창군 대화면(4276033000)","5,163","2,773","          1.86","2,639","2,524","          1.05"
"강원도 평창군 봉평면(4276034000)","5,803","3,060","          1.90","3,052","2,751","          1.11"
"강원도 평창군 용평면(4276035000)","3,097","1,661","          1.86","1,570","1,527","          1.03"
"강원도 평창군 진부면(4276036000)","8,518","4,248","          2.01","4,303","4,215","          1.02"
"강원도 평창군 대관령면(4276038000)","5,923","3,454","          1.71","3,136","2,787","          1.13"
"강원도 정선군 (4277000000)","35,210","19,687","          1.79","18,372","16,838","          1.09"
"강원도 정선군 정선읍(4277025000)","10,225","5,094","          2.01","5,241","4,984","          1.05"
"강원도 정선군 고한읍(4277025300)","4,317","2,746","          1.57","2,269","2,048","          1.11"
"강원도 정선군 사북읍(4277025600)","4,620","2,554","          1.81","2,434","2,186","          1.11"
"강원도 정선군 신동읍(4277025900)","1,780","998","          1.78","940","840","          1.12"
"강원도 정선군 신동읍함백출장소(4277026000)","1,590","972","          1.64","804","786","          1.02"
"강원도 정선군 남면(4277032000)","3,152","1,845","          1.71","1,664","1,488","          1.12"
"강원도 정선군 북평면(4277034000)","2,491","1,355","          1.84","1,273","1,218","          1.05"
"강원도 정선군 임계면(4277035000)","3,440","2,028","          1.70","1,822","1,618","          1.13"
"강원도 정선군 화암면(4277036000)","1,634","944","          1.73","894","740","          1.21"
"강원도 정선군 여량면(4277037000)","1,961","1,151","          1.70","1,031","930","          1.11"
"강원도 철원군 (4278000000)","42,655","20,762","          2.05","22,082","20,573","          1.07"
"강원도 철원군 철원읍(4278025000)","5,185","2,408","          2.15","2,628","2,557","          1.03"
"강원도 철원군 김화읍(4278025300)","3,381","1,615","          2.09","1,803","1,578","          1.14"
"강원도 철원군 갈말읍(4278025600)","11,778","5,779","          2.04","6,276","5,502","          1.14"
"강원도 철원군 동송읍(4278025900)","14,646","7,056","          2.08","7,377","7,269","          1.01"
"강원도 철원군 서면(4278031000)","1,799","1,028","          1.75","994","805","          1.23"
"강원도 철원군 서면와수출장소(4278031500)","3,610","1,711","          2.11","1,819","1,791","          1.02"
"강원도 철원군 근남면(4278032000)","2,152","1,105","          1.95","1,136","1,016","          1.12"
"강원도 철원군 근북면(4278033000)","104","60","          1.73","49","55","          0.89"
"강원도 화천군 (4279000000)","23,806","12,350","          1.93","12,826","10,980","          1.17"
"강원도 화천군 화천읍(4279025000)","8,177","3,942","          2.07","4,230","3,947","          1.07"
"강원도 화천군 간동면(4279031000)","2,644","1,523","          1.74","1,402","1,242","          1.13"
"강원도 화천군 하남면(4279032000)","2,851","1,377","          2.07","1,502","1,349","          1.11"
"강원도 화천군 상서면(4279033000)","3,939","2,362","          1.67","2,369","1,570","          1.51"
"강원도 화천군 사내면(4279034000)","6,195","3,146","          1.97","3,323","2,872","          1.16"
"강원도 양구군 (4280000000)","21,522","10,661","          2.02","11,291","10,231","          1.10"
"강원도 양구군 양구읍(4280025000)","13,714","6,227","          2.20","6,952","6,762","          1.03"
"강원도 양구군 국토정중앙면(4280031500)","3,315","1,869","          1.77","1,853","1,462","          1.27"
"강원도 양구군 동면(4280032000)","2,021","1,139","          1.77","1,118","903","          1.24"
"강원도 양구군 방산면(4280033000)","1,242","754","          1.65","703","539","          1.30"
"강원도 양구군 해안면(4280034000)","1,230","672","          1.83","665","565","          1.18"
"강원도 인제군 (4281000000)","32,213","16,566","          1.94","17,518","14,695","          1.19"
"강원도 인제군 인제읍(4281025000)","10,312","4,771","          2.16","5,419","4,893","          1.11"
"강원도 인제군 인제읍귀둔출장소(4281025100)","501","263","          1.90","262","239","          1.10"
"강원도 인제군 남면(4281031000)","3,796","2,072","          1.83","2,065","1,731","          1.19"
"강원도 인제군 북면(4281032000)","7,953","4,149","          1.92","4,301","3,652","          1.18"
"강원도 인제군 기린면(4281033000)","4,998","2,660","          1.88","2,733","2,265","          1.21"
"강원도 인제군 서화면(4281034000)","2,635","1,481","          1.78","1,579","1,056","          1.50"
"강원도 인제군 상남면(4281035000)","2,018","1,170","          1.72","1,159","859","          1.35"
"강원도 고성군 (4282000000)","27,264","15,207","          1.79","14,036","13,228","          1.06"
"강원도 고성군 간성읍(4282025000)","7,076","3,534","          2.00","3,737","3,339","          1.12"
"강원도 고성군 거진읍(4282025300)","5,920","3,521","          1.68","2,944","2,976","          0.99"
"강원도 고성군 현내면(4282031000)","2,286","1,364","          1.68","1,112","1,174","          0.95"
"강원도 고성군 죽왕면(4282032000)","3,428","1,995","          1.72","1,761","1,667","          1.06"
"강원도 고성군 토성면(4282033000)","8,554","4,793","          1.78","4,482","4,072","          1.10"
"강원도 양양군 (4283000000)","27,908","14,941","          1.87","14,245","13,663","          1.04"
"강원도 양양군 양양읍(4283025000)","12,676","6,318","          2.01","6,428","6,248","          1.03"
"강원도 양양군 서면(4283031000)","2,772","1,513","          1.83","1,428","1,344","          1.06"
"강원도 양양군 손양면(4283032000)","2,287","1,252","          1.83","1,147","1,140","          1.01"
"강원도 양양군 현북면(4283033000)","2,632","1,572","          1.67","1,357","1,275","          1.06"
"강원도 양양군 현남면(4283034000)","2,971","1,752","          1.70","1,545","1,426","          1.08"
"강원도 양양군 강현면(4283035000)","4,570","2,534","          1.80","2,340","2,230","          1.05"
"충청북도  (4300000000)","1,596,886","771,190","          2.07","811,289","785,597","          1.03"
"충청북도 청주시 (4311000000)","849,290","392,944","          2.16","428,770","420,520","          1.02"
"충청북도 청주시 상당구 (4311100000)","194,267","85,859","          2.26","96,570","97,697","          0.99"
"충청북도 청주시 상당구 낭성면(4311131000)","2,191","1,233","          1.78","1,152","1,039","          1.11"
"충청북도 청주시 상당구 미원면(4311132000)","4,813","2,844","          1.69","2,479","2,334","          1.06"
"충청북도 청주시 상당구 가덕면(4311133000)","3,827","2,098","          1.82","1,964","1,863","          1.05"
"충청북도 청주시 상당구 남일면(4311134000)","6,753","3,243","          2.08","3,461","3,292","          1.05"
"충청북도 청주시 상당구 문의면(4311135000)","3,839","2,061","          1.86","1,996","1,843","          1.08"
"충청북도 청주시 상당구 중앙동(4311152500)","6,867","3,516","          1.95","3,360","3,507","          0.96"
"충청북도 청주시 상당구 성안동(4311154500)","6,720","3,962","          1.70","3,431","3,289","          1.04"
"충청북도 청주시 상당구 탑대성동(4311162000)","8,421","4,110","          2.05","4,108","4,313","          0.95"
"충청북도 청주시 상당구 영운동(4311167000)","10,499","5,301","          1.98","5,251","5,248","          1.00"
"충청북도 청주시 상당구 금천동(4311168000)","30,593","12,670","          2.41","14,820","15,773","          0.94"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","13,225","4,892","          2.70","6,526","6,699","          0.97"
"충청북도 청주시 상당구 용암1동(4311172000)","56,755","23,862","          2.38","28,423","28,332","          1.00"
"충청북도 청주시 상당구 용암2동(4311173000)","39,764","16,067","          2.47","19,599","20,165","          0.97"
"충청북도 청주시 서원구 (4311200000)","192,171","90,462","          2.12","95,657","96,514","          0.99"
"충청북도 청주시 서원구 남이면(4311231000)","10,004","4,750","          2.11","5,222","4,782","          1.09"
"충청북도 청주시 서원구 현도면(4311232000)","3,167","1,849","          1.71","1,642","1,525","          1.08"
"충청북도 청주시 서원구 사직1동(4311251000)","5,900","3,050","          1.93","3,055","2,845","          1.07"
"충청북도 청주시 서원구 사직2동(4311252000)","13,327","5,440","          2.45","6,538","6,789","          0.96"
"충청북도 청주시 서원구 사창동(4311253000)","14,681","8,717","          1.68","7,423","7,258","          1.02"
"충청북도 청주시 서원구 모충동(4311254000)","17,347","9,071","          1.91","8,672","8,675","          1.00"
"충청북도 청주시 서원구 산남동(4311255000)","26,112","10,703","          2.44","13,073","13,039","          1.00"
"충청북도 청주시 서원구 분평동(4311256000)","29,683","12,084","          2.46","14,397","15,286","          0.94"
"충청북도 청주시 서원구 수곡1동(4311257000)","13,205","7,123","          1.85","6,686","6,519","          1.03"
